INPUT 1,INPUT 2,INPUT 3,INPUT 4,INPUT 5,INPUT 6,INPUT 7,INPUT 8,OUTPUT 1
-1.7825559,2.6037407,-0.5481409,-1.0670669,1.5265284,-0.33138004,-0.52919835,-1.3783095,4.0
-0.30241656,2.0007226,-1.1077654,0.11605893,1.2133633,1.2802428,0.9612851,1.512259,7.0
6.189579,-0.9922414,-1.106173,-0.015918195,-1.5632279,0.8473442,0.43660364,-0.87057257,0.0
0.44268215,0.29524922,0.2772737,1.5182887,0.5681973,-2.77321,0.31362945,-0.30375063,6.0
2.390027,-2.4551091,1.1216695,0.8123676,-2.7371988,0.3343196,-1.5342939,-0.1775524,2.0
0.8682326,1.592151,-3.2443647,0.89727384,0.6394329,-0.1274476,1.1903719,-0.5791884,8.0
1.2450676,-2.4275413,-3.8130283,0.43123713,0.33325678,-0.84563935,-0.6981034,0.050343394,5.0
0.3062073,-3.3245778,1.099405,0.8618347,3.6336763,2.689157,1.7905087,0.68804413,2.0
-0.93837196,-1.6282208,0.4227946,-0.5494132,1.0236847,1.0325034,-0.7783713,-1.1540465,8.0
-0.94048834,0.97323805,-0.0807147,-2.5804965,-1.057173,-0.71963596,-1.0110551,-2.156549,5.0
-0.4495511,1.9596189,-3.2863088,0.7593436,-1.4355701,0.5655694,-0.122276664,2.1105466,7.0
3.3130407,-2.1588159,-3.8861365,-2.336585,1.6667411,0.26038474,1.7329632,1.029622,3.0
5.038651,0.39135426,2.2638655,-2.3318455,-2.9471123,-1.6254338,-0.45969185,-0.45460266,0.0
2.5198426,-2.1748652,-3.3816338,0.7444613,-0.005726129,1.0618227,-0.04128878,-0.87306345,8.0
-0.21913087,-3.3148413,-1.9978397,0.7494324,2.9979722,2.6561048,1.7326254,-0.7557701,2.0
-2.137686,1.6740961,-1.4152498,1.4834722,0.025296774,0.52853614,0.17318177,0.7867327,3.0
0.4055111,-2.5879748,-0.959972,0.5666245,1.3982174,1.8278403,-2.2382557,-0.7299789,2.0
0.96994686,-0.9595295,-2.2965796,-0.7775521,3.604319,0.445072,-0.21532103,-1.7115753,8.0
-1.4018248,-1.063115,0.1927495,1.8661458,1.0501004,0.4423787,-0.051832143,1.0617021,2.0
0.0023787022,-2.1314924,-1.208994,-1.3426317,0.20600012,-1.814076,-1.4574656,-0.70160455,5.0
0.70770323,-1.1684262,-2.0945497,-2.8947349,-0.2024707,-1.0476445,-1.8054609,-1.0951029,5.0
5.1955934,3.5803914,-2.3507068,0.42996508,-2.0117192,-0.34404308,0.6327314,0.57913077,7.0
0.41312018,-1.3019801,1.2222086,-0.9471511,1.4866724,-3.003135,-1.1502237,-0.42468476,6.0
-1.0406502,1.4751933,-1.1389849,1.7444308,0.34935814,-0.3848483,-0.509751,0.026312962,4.0
0.7850611,-0.5078633,-1.2552825,0.027382553,-2.593642,1.5022355,-1.4792845,1.3005364,6.0
-1.2001851,-1.078556,1.454054,-0.8107642,0.31970578,0.4745444,-1.1798215,-0.71277606,8.0
-1.248549,1.7901461,1.13031,-0.7302975,2.0607853,-0.61261564,-0.76144356,-0.26694828,4.0
-1.9576346,-0.6829134,1.0685059,-0.6665011,1.1557742,-1.3589251,1.5914437,-0.90864944,8.0
-1.7568309,-1.1839991,0.039337814,2.1484473,0.00245668,0.62180436,2.2505229,0.8439333,2.0
-1.696701,1.3588892,1.5205173,-0.8892069,-1.530187,2.1389995,-0.40515956,0.16649467,7.0
2.8296366,2.9707189,-0.2045607,2.6081254,0.33275518,0.41117615,-3.449734,0.19458075,4.0
-0.822253,0.77314156,-2.014753,0.5838869,0.44698572,-2.1675994,-2.1332746,-0.70068806,5.0
-1.239589,-2.5752206,0.06362769,2.9253502,0.7559032,1.47789,-0.018161625,0.9614785,2.0
3.4730744,-2.014771,1.4979604,-1.5713382,-3.91966,-0.51859057,-1.8644916,-0.7118238,0.0
-0.61325693,-2.1004455,-4.6670156,-0.32823467,-0.23386012,0.12618363,-0.07892853,1.6296573,3.0
1.2589453,0.046785235,1.2914927,0.1338142,0.8130722,1.018627,0.0959363,0.10355502,9.0
0.2494927,4.0301723,0.7388727,-2.4901466,2.251613,-1.0319545,0.4478308,-1.0791328,4.0
-2.0930963,0.16715589,0.34741166,1.6782652,-0.33310407,-0.90819514,-0.2065573,0.5390381,6.0
-2.5445683,1.8808854,-1.2665933,-0.6205261,-1.3206747,1.2886128,1.3237153,0.554634,7.0
-1.7274904,-2.5243015,-2.433883,2.3526146,0.5517001,0.90129304,2.6460238,-0.70515025,2.0
-1.2757437,1.5579689,0.7788177,0.13284871,-2.3478966,-0.83073807,-0.77512324,0.033329852,5.0
-2.8879983,-1.7707585,0.42372337,0.97987014,-1.9291159,0.83008003,-1.4632201,-0.08704144,6.0
-2.4101667,-0.12552088,-1.3416097,-0.03495103,-0.17410216,-2.1822684,1.2430849,-0.13738054,1.0
-3.7046175,-1.7988689,0.10707036,0.60728794,-2.1468868,-0.24257754,0.27142337,-0.8678349,1.0
-0.65431714,-3.1719716,-1.6713758,-0.9772557,1.5648413,2.3599854,-0.96351767,-1.222568,2.0
1.0570358,-3.7915215,-2.7124405,-1.0855702,0.05224865,0.08657396,-1.3479222,1.3848207,3.0
1.5360466,1.3201863,-0.02176094,3.6841269,-0.5954448,2.1579862,1.7316654,0.5252171,6.0
-2.0487688,2.8574617,-1.6750288,-1.1359214,-0.7979826,0.40700322,1.3669411,1.1905558,7.0
-0.28218892,-0.08888854,-2.4127882,1.0959122,1.7564592,0.70752746,0.09588559,-2.3977602,8.0
-2.7335284,-0.032434583,-1.1396238,-0.6327224,0.0941132,1.8029374,2.3149762,-0.35523778,7.0
1.1537873,1.6340612,0.4513,2.196498,0.17401356,-0.007754773,0.432207,1.071269,6.0
2.4257908,1.8195733,1.2972901,4.5082626,-2.0655951,2.672439,-1.3905479,-0.08823846,4.0
-0.845351,-0.9366522,-2.6481128,-0.5113282,3.3056684,0.13887069,1.6622174,-0.83204865,8.0
-0.3379733,3.5872574,-0.6803836,-1.6137776,2.5343332,-0.88699764,0.124731466,-0.9019853,9.0
-0.12532037,2.0298927,-0.1704343,0.84962004,0.9097439,-1.32284,-1.9839792,1.710197,4.0
-0.6733372,1.3637305,1.4410516,-2.6018817,0.1837995,1.2152413,1.4190278,-2.213524,8.0
1.0154816,-0.7857233,-0.58697206,2.0332043,2.231527,-2.9099152,-0.18143034,-1.8269376,6.0
0.9861081,-1.2160372,-2.7742372,0.028448895,0.50638276,-2.684995,-0.10272309,-0.8941052,3.0
-0.092226356,-2.5721922,-1.3183529,-1.6287336,1.6113826,0.13580057,-1.3899202,0.24125424,8.0
-0.030799627,-2.7118807,1.2070419,-2.4350808,1.5827188,-1.5573018,-0.08727209,2.611925,3.0
-4.020779,-2.1076186,0.44105107,0.47591916,-1.1168885,0.5725792,0.7757931,-0.565159,1.0
3.0774958,-0.9987719,1.295716,1.1479096,-3.1235912,-1.0984925,-0.69083405,-1.4204286,0.0
0.6042853,-0.07393777,1.3511418,1.9673657,2.196892,-2.8248775,0.41115266,0.120259315,6.0
-1.1701925,-3.5971446,0.33086732,1.8755584,1.9911815,1.758821,0.75540435,0.34708592,2.0
-0.39350203,-2.024113,0.44013977,1.0769135,1.6389022,1.8815138,2.5186787,1.2977264,2.0
-0.16933836,1.7674632,-0.7544812,-1.7367492,-2.1936595,0.6794066,-0.52286303,-1.3112451,5.0
-0.26556462,-0.59365594,-0.424887,2.030823,0.7941505,-2.9696763,-0.56017756,-0.53885764,6.0
2.0420554,3.8514729,-1.180234,-0.9726232,1.6334392,-1.3694829,-1.3128266,1.1068044,9.0
3.7640553,-0.566658,-2.8212683,-2.210527,1.6842351,-0.6790314,0.00970757,-0.7785157,5.0
-0.6889172,-1.2672776,-2.7028081,-0.6757393,2.7894814,0.74445647,0.70012254,-0.59224665,8.0
-3.7440271,-0.8699124,-0.44925767,0.47930375,-2.164582,-0.9629414,0.64295083,-0.62697214,1.0
2.1381521,4.4093237,-0.59442806,0.48461747,0.6281726,0.5667374,-2.0492039,-0.09084527,4.0
-2.2126243,0.09335399,-1.3460915,-0.23145509,-0.058431074,-2.369503,1.003552,-0.30775827,1.0
-2.0556877,2.1093068,1.1578027,-0.7913867,-1.065294,2.5508072,1.4563789,1.0645373,7.0
-0.94075346,-2.0243764,-1.9305356,1.451302,1.4091101,1.6193926,0.9636127,0.5040028,8.0
-1.3230767,2.2111566,-1.7679485,0.5552789,0.62976116,0.2008717,-1.7181383,1.578209,4.0
1.6550562,1.2268131,-0.34293747,5.111927,1.1669377,0.8992866,0.21796778,-0.07296385,6.0
-3.0675588,-0.4444086,-0.6444398,0.56366146,-1.9406207,-1.5699853,0.4194325,-0.7147753,1.0
-0.06583977,-0.59062123,-1.7468204,-1.797994,2.935152,1.1488059,0.4872762,-1.3782485,8.0
-0.14290838,3.4268389,-1.2500485,-0.2929747,0.9091039,0.4108141,-1.0337491,0.24183476,4.0
-0.025454387,-0.95144117,-0.9202884,-1.1562731,-0.75644344,-2.8145454,1.0605901,1.4844594,3.0
-3.5638149,-1.4249667,-0.27892944,0.5557882,-2.4988446,-0.58444774,-0.14306132,-0.42033345,1.0
-0.91196775,0.3164134,2.3180628,2.4302373,0.13537899,1.4448364,-1.2260249,1.5934058,2.0
-1.0439087,-1.8332435,-2.878305,1.4017878,0.62742907,-0.49048907,-0.0034764335,0.66725826,8.0
5.308345,-0.7716759,0.8523143,-0.586993,-3.7261305,-0.5768528,-1.3785272,-1.3760188,0.0
0.008783877,-0.4841392,-1.3904266,-0.6707933,2.0496185,0.86544967,1.0435927,0.646651,8.0
1.811833,-2.884511,-3.0316355,1.0110501,-0.39861184,-1.1097133,-0.4286839,-0.55689156,5.0
0.2001786,2.4150708,-2.3179717,2.369355,0.883821,0.78846955,-0.27421188,1.2051727,9.0
0.38165486,-1.9487157,-2.086069,-0.4253951,1.3340617,0.521911,4.392164,0.1971531,1.0
2.6003132,1.4718134,-0.47176993,4.110708,-1.6112598,-0.35112053,-0.89867234,-1.7402513,4.0
-0.9024275,-3.0016685,1.2649055,2.508486,2.6124597,0.3815539,0.6127082,1.4133174,2.0
-0.70738244,-0.15233874,-1.6626157,0.26373243,-0.47566527,-1.1298674,-0.3574896,-0.53732973,0.0
2.099093,-1.9772857,-0.5216632,0.28304994,-2.2298346,-1.1644042,-2.3136191,0.6147324,2.0
-1.7987316,3.1618512,-0.488714,-1.5667655,-0.26187474,1.5770856,2.6330462,0.9617394,7.0
4.2981677,-0.055123866,-2.105187,-0.14874133,0.858433,-1.006458,1.2958266,-0.6909591,0.0
-3.0082803,-1.7438449,1.0985788,-0.34809315,-0.75689244,1.8388965,-1.2046394,0.12970433,9.0
2.6668773,-0.62457293,0.8142723,-0.9356305,0.069745995,-2.3867397,-1.2247721,1.0981817,0.0
-0.4159395,-2.5612347,-0.8922962,0.6818311,1.9415369,2.1836865,-1.080827,-0.5449998,2.0
2.358015,-2.7527113,-2.7655804,0.111380756,-0.63401514,-0.72678876,0.23264372,0.8305501,5.0
0.28932077,0.35246545,2.133538,-0.18334964,-0.6781926,3.0092459,0.86064214,0.559892,7.0
1.7076287,0.34027153,0.66761416,2.9626012,-0.02394171,-2.5519485,0.48888385,-2.0503263,6.0
-1.2074707,1.5574608,0.73698455,0.8362689,-2.623373,0.78344464,0.95382273,1.1942984,7.0
-1.7694547,2.6003602,-1.099978,-1.2478913,0.8783724,-2.187244,-0.8736608,0.035228737,9.0
-2.8742938,-0.89819634,0.8512101,0.2567337,0.2584615,-1.6980516,-0.17513543,-0.38003084,4.0
-0.7459426,-0.76280725,-0.7694777,0.22786151,0.9493562,0.54605657,3.3889456,0.7173071,2.0
-1.4179938,-0.98454225,2.6207898,0.23284931,-0.06440575,-1.693475,-0.36160237,0.45008647,6.0
-0.6980822,-2.3657677,1.8505306,2.2807605,-0.2747265,-0.6180855,-0.38585952,1.6420796,2.0
-0.39089027,1.7657995,-1.9771754,1.8239399,0.8814302,0.8637788,-1.5974791,1.4121916,4.0
-2.2549014,0.88028955,0.47568733,-0.9303076,0.61789465,-0.014389206,-0.2355217,-1.4391665,4.0
-1.1574992,-0.45086193,-3.2971063,0.3248101,1.6397322,-0.37991333,0.3082723,-0.57886976,8.0
1.460036,0.8250885,0.46956956,-2.1883497,0.07738273,-0.5949325,-1.3500057,0.9835719,0.0
-0.17686033,3.3454247,0.958076,0.33005598,0.91539073,0.808829,0.34658855,-1.1424772,4.0
-2.0070472,1.7263564,-1.03453,0.9124448,-0.5908634,-0.08822599,-1.80328,0.13249406,4.0
-0.13728598,1.175658,-0.29908735,-1.9191254,-0.94635785,-0.15864165,-1.913865,-2.5624435,5.0
-1.1868079,-1.6053213,-2.0254354,-1.2105497,1.8310088,-0.1721384,1.2076313,0.070243716,8.0
1.7682408,-0.20235556,2.8013003,-0.73153067,0.11149715,-0.96242905,0.3338433,1.4946759,0.0
-1.2190752,1.024222,1.004314,1.8808775,-0.20116575,-2.1482153,0.102363124,0.30047753,6.0
-0.18819624,-0.0055477247,-2.0236225,-0.81307495,3.8635209,0.8920717,1.21364,-1.456567,8.0
-0.57412827,3.2528312,0.51561165,-0.79709333,0.57937586,-0.3548892,-0.5969774,-1.7597986,9.0
-0.11965388,-0.9672097,-1.3608171,-1.5816257,1.8963872,1.8082383,-1.2287438,-0.9595336,8.0
2.9981298,-2.9457211,-3.1012392,1.7517399,-0.34960237,-0.48650092,1.3662763,0.27612358,5.0
2.753989,-1.0679893,-1.1185701,2.6766274,-1.2458324,0.723823,0.49829566,-1.525031,6.0
-0.17011727,3.5352256,-1.150639,1.1449306,2.0623143,-1.003347,-0.95845294,-0.6412578,9.0
3.132284,-2.096943,-1.7620558,0.5869332,-3.840368,2.0213227,-0.59024763,-1.64907,0.0
-1.612417,1.842226,-2.4717484,-0.79905295,0.49367788,-0.048381686,-0.84995365,0.281179,4.0
-0.08054756,0.8729902,-1.2877333,-0.19452795,1.8535631,0.22620437,1.3009461,-1.4498941,8.0
-0.71206987,3.8688974,-0.21347538,-2.6325812,-0.8063248,0.7490679,2.2074838,2.7181704,7.0
-2.7184107,-2.3790088,0.75390494,0.18668106,-1.3400711,1.8981235,-2.1837113,0.06887688,1.0
1.0543149,-2.1850479,-0.8707193,-0.65632415,-2.3177342,-2.1716785,0.75113046,0.8580754,3.0
-1.3530219,3.3138053,-0.3953615,-0.48060188,0.71871144,1.7100338,-0.86406744,-0.34467268,4.0
2.3127344,-1.0356742,-2.6388469,1.8477023,1.2858903,-1.5316898,2.175033,-0.7790276,5.0
-0.51913434,0.63444936,-0.6110281,-0.45718005,1.0447133,0.119577095,-2.0892076,-1.174025,8.0
3.4529047,-0.73911136,1.2418748,-0.3605304,-1.1944394,-1.9445299,-0.056503892,-1.3938124,0.0
-0.52724326,2.4422538,-0.80117786,1.3881783,-1.1932901,0.06549499,-1.5306756,0.39468673,9.0
-3.5454037,-1.5696537,-0.041949123,0.91233516,-2.4239547,0.019471109,-0.6556158,-0.2943964,1.0
-0.52168167,0.6515493,-3.8750045,0.2072075,2.5136237,2.5225177,0.9485247,0.44886872,3.0
0.6018697,-3.6088789,-2.648348,-1.6304069,1.2484608,-0.0261119,-1.3430058,1.6356725,3.0
1.4008725,0.053195067,0.86494833,4.2227483,0.8834606,-0.5202317,1.5139048,-2.3688478,6.0
-1.0676804,2.6231675,1.6064565,-0.66275203,1.8444657,-0.5201954,-0.11820106,0.405221,9.0
0.86345553,1.3880969,-2.9538913,1.4225677,0.6578667,0.07567406,0.5711203,-0.62252814,8.0
-1.812198,2.116959,-0.5878762,-1.6081434,0.3091462,1.8615599,3.223919,0.059223086,7.0
-3.1299257,-1.6074334,0.6685555,1.3749228,-0.3159056,2.2546246,-1.952533,-0.08290753,1.0
2.800194,-1.303725,-1.0328643,-0.14267924,-3.2832508,0.3667107,-1.0504854,-2.3738844,0.0
4.2849536,-0.5386163,-1.2666271,0.4387598,3.1619136,-0.87968034,1.2772218,-1.4845732,5.0
-1.8778112,1.6699603,-0.77235866,-1.8524706,0.92035514,2.3609254,2.7709422,0.8574853,7.0
-3.5856113,-1.5388769,7.9244375e-05,0.67531645,-2.295743,-0.5451801,0.017404573,-0.7218211,1.0
-0.37391677,3.07425,-2.0493681,0.1549375,-1.8244953,-0.087592304,-0.07990986,3.0348737,7.0
-1.3864402,-0.5195539,3.0713475,-0.25262082,-1.9069564,-0.02773936,0.046454504,0.71124184,5.0
0.082223,-3.328762,-0.5403738,0.08717781,2.0299368,2.4443748,1.4547615,0.023008347,2.0
-2.46022,2.2120752,-0.56768894,-0.3675988,-1.9975984,0.009323984,0.521573,0.81667906,7.0
-2.092617,2.242299,0.76069796,-1.2495283,1.4885268,-0.5005921,0.23905376,-1.0487927,9.0
-3.3373008,-0.98639923,-0.1200954,1.1605009,-2.9423616,-0.7464053,-0.21240985,-0.3563645,1.0
-1.9621637,-1.5030552,-0.21974818,-0.19545689,1.5132129,-1.4104472,1.0237839,-1.4453168,8.0
1.7626884,-0.0763326,-3.7322507,-1.4755405,0.19474424,-0.35126805,-0.5862279,-1.605157,5.0
0.42055082,-0.7519223,1.6808889,1.4228592,1.3285174,1.7286249,1.7248666,2.4864674,2.0
1.9868042,3.1652212,-0.3029585,2.192203,1.1775843,-0.23796396,-3.4549742,-0.38139686,4.0
-2.7852354,0.93873847,1.0640025,-1.6435041,0.3409937,-0.75105435,0.26879776,0.19219261,9.0
0.85849345,2.053143,-2.2311196,2.2290661,0.063435644,0.52954185,-2.3786922,2.8748662,4.0
-2.9845734,1.5202351,-0.6002065,-0.9221898,-1.3047545,0.87382233,1.5920787,-0.29017913,7.0
1.8721628,0.72030234,1.6210545,1.3545977,-0.8813059,1.1615574,0.61009264,-1.0964851,2.0
0.37737095,-0.174254,0.5237611,1.6056571,-0.614182,0.88404024,-0.94295114,0.68241245,2.0
-0.47334975,-2.0483859,-3.0932255,-0.31741434,-0.05734667,-1.1427932,0.6048209,0.8809054,3.0
1.4791051,2.582503,-0.40620673,3.7106066,-0.56768215,2.0899105,-1.7801161,1.8712276,4.0
-0.9192366,2.9454846,-2.743264,1.043602,1.2333174,-0.060622156,-0.8137055,0.116033815,9.0
-3.445963,-2.7982485,1.1527977,0.90634596,0.5008574,1.5001867,-0.040994823,-0.01304692,1.0
0.34763268,1.8119943,-2.934181,1.4632,-0.19352424,0.0671259,-1.159298,0.49537128,9.0
-0.2639631,-0.6054633,1.2096425,1.4796946,0.3607192,0.61197877,-1.3798034,1.6102431,2.0
-3.571567,-2.6920745,1.3667091,0.13712092,0.2698463,2.1101298,0.09610593,-0.13042533,1.0
-2.4984875,1.364589,-0.4083861,-0.8050355,-1.60755,1.6097915,0.74889266,-0.17459895,7.0
2.1587067,2.0272994,-1.9246066,3.26685,-0.74433887,2.0347695,-0.56639653,0.53779334,9.0
0.68268466,2.1342232,-0.9929935,2.2198448,0.6341561,-1.6927612,-2.073938,-0.37515786,4.0
-0.68819493,2.5593998,-1.0448587,0.40919155,1.8698356,-1.1884732,-1.4466524,-0.37976083,4.0
0.04985454,0.19954795,0.22968607,1.1560354,0.81980586,-3.0553193,2.4602911,-0.27278623,1.0
1.4868808,-1.012132,1.3284057,2.153352,1.0066943,-2.3410308,-0.31760764,-1.8104556,6.0
1.5865332,3.1263785,1.5317305,-2.3687239,-3.1289403,-0.08119726,0.52631867,1.3610444,7.0
-2.456985,-2.7340188,-1.8870187,1.8241991,-0.38855216,-0.51440203,1.1922328,-0.38006616,2.0
-2.1217256,1.9220903,-0.07105611,-1.0941181,-1.0398232,2.2784328,1.4728864,0.2380676,7.0
-0.38557103,0.06594996,-0.2320522,-2.064542,2.3312237,0.63662255,0.28638756,-0.9807569,8.0
3.444234,-1.1406004,-1.303561,0.15832147,-0.5175021,0.91471964,0.37719813,0.24070051,8.0
-3.6369908,-1.4628794,0.029302657,1.2582028,-1.6662722,0.988039,-0.88904816,-0.26326364,1.0
-0.96705246,3.5924768,-1.2142482,-0.6924571,0.4070517,-0.61892587,0.003349781,-0.017542385,9.0
-1.8395178,2.8957853,-0.9174608,-0.9773923,-1.2862473,0.65050924,1.2627972,0.81736887,7.0
-2.9067144,-0.70732516,-0.24422519,0.1829586,-1.836793,-1.7153273,0.42233127,-1.1546612,1.0
-3.4829333,-1.447197,-0.02819994,0.7958356,-2.4613717,0.47087437,-0.8898926,-0.27397886,1.0
-1.8035212,2.353077,-0.21190333,-0.21140304,-1.8641651,0.5915235,1.6441836,1.7512404,7.0
0.9392116,-2.4470968,-2.9939556,0.6127098,-1.1787138,-0.107727766,-0.32573265,-0.20347285,5.0
-0.38170767,-1.6209756,-2.76717,0.85591966,-1.7669399,-0.81800276,0.36224997,0.38574204,3.0
-0.5481268,-2.776131,-2.0934157,-0.47920573,0.650862,-1.7568477,-0.13170716,1.1872022,3.0
0.21368599,-2.426455,-0.77141786,-1.7721466,1.0781262,-2.0341134,0.43230596,-0.015583441,5.0
-3.9940896,-1.6225781,-0.06229958,0.440007,-1.7027287,-0.46302816,1.1325449,-0.6959159,1.0
-0.3038802,-2.7037327,-2.5032177,-0.7561023,-0.5368276,-0.6460467,-1.0406998,1.3000273,3.0
-1.4460225,2.777575,0.6039839,-0.36463106,-1.3147773,0.6449748,1.6193718,1.8376684,7.0
2.0317092,1.58619,-0.70927787,3.076476,-0.36025137,0.71749824,0.29369473,0.7247944,6.0
-3.085123,-0.8279114,-0.7389579,0.29204065,-1.5068796,-1.8147335,1.2710567,-0.7540213,1.0
-0.3857856,-2.533647,-2.1647255,1.1169257,-2.3638577,-0.7704662,0.8247216,0.9409566,3.0
-1.3272114,0.5913794,-1.0950348,0.378659,1.191016,0.49771523,-0.06939092,-0.64561343,8.0
-2.6353946,1.345803,-0.76238865,-0.85304344,-1.4795418,0.56763524,1.7108426,-1.2058171,7.0
1.669988,-0.41005442,-2.7065969,-1.0531098,-0.19759056,0.45416477,1.0066295,0.55627704,5.0
1.3479387,2.0329626,-3.7067115,-0.11122911,0.7362848,0.99246836,-1.1880955,-1.0065726,9.0
4.993206,0.6482561,0.0031903982,5.011354,-1.4046974,0.762328,4.0205774,-0.31375018,9.0
0.9316828,-1.2492769,-2.4980829,0.018749148,-3.481879,2.258935,-0.6704807,-0.6575542,0.0
2.6356564,-1.9728799,-2.5535357,1.479796,-3.6353123,2.2527318,-0.51585484,-1.2335794,0.0
-1.2552413,-3.2932005,0.5235809,1.1309626,1.2439108,0.9658054,1.8108746,-0.0438371,2.0
-1.6040968,-1.4102894,-1.8751688,0.6706078,1.3375072,-0.2050595,0.33481362,-0.6031754,8.0
-0.019104153,-1.2637616,1.7950975,-2.6977262,1.9785428,-0.6589858,-0.5209493,1.5041698,8.0
-0.2587974,0.86825866,-0.07946725,-0.5569514,-0.6215615,2.8005009,1.3037046,-1.0035594,2.0
-0.0062306626,0.07131642,-3.0312738,1.4576557,0.3815159,-1.5346155,-0.23051676,-0.53502107,3.0
-2.6007466,1.5488868,-0.6082625,-1.1845641,-0.7290097,1.7159339,1.8256578,0.004356742,7.0
-3.8260112,-1.8346795,0.027173012,0.002061814,-1.0087119,1.1842467,0.44627807,-0.7024766,1.0
0.15875974,-3.0851157,-2.5440853,-1.1058698,0.20476086,-2.6781156,-0.19237858,1.8620957,3.0
7.2289476,-0.45448393,-0.5509256,2.285526,-2.5324233,2.6135755,3.0002632,-0.0786742,0.0
-0.99431133,-3.4818187,2.0936205,-1.8902938,1.121212,0.9085536,0.08848107,0.7124005,3.0
-1.9940152,1.9975166,-0.048167616,-0.38634565,0.0037181824,1.2596049,-1.1619356,-0.89685583,4.0
-1.8788269,2.2063973,0.19049841,-0.9394796,0.89125466,-0.85107076,-1.641439,-0.7307809,4.0
2.3751087,-1.7764235,-0.062295616,-3.6136556,0.45924824,0.6946801,1.8110018,2.9553173,3.0
-1.0368514,-1.2628285,-0.695714,-0.8970728,0.21446988,-1.3331971,-1.9230431,-0.70119894,8.0
-1.3452266,1.7981572,-1.0334876,0.5718581,1.2763656,-0.9011452,-0.5847529,-1.3103476,9.0
-1.2963246,-1.5071722,0.24935842,1.871313,1.1337142,0.38320726,2.26272,0.7936362,2.0
-1.0464716,-1.1583793,-1.6214148,-0.8341612,-0.39921674,-1.4169173,-1.9796108,0.41638738,3.0
-0.829449,1.2477264,-2.893616,1.0416642,-1.1906432,-0.9380647,-1.2817905,1.3269526,9.0
-0.622484,1.5108145,2.511776,-0.51456904,-1.1770267,2.3123126,0.65127313,0.4764785,7.0
-3.6799736,-0.8701639,-0.24447626,0.80634934,-2.1788785,-0.8218725,0.8191438,-0.56096846,1.0
-3.5895607,-0.950207,-0.3691006,0.35769448,-1.6294823,-1.2468791,1.4453623,-0.76273316,1.0
-0.15655354,2.1134067,-3.3493838,0.9243901,-1.1752987,-0.39680055,-0.082773864,2.2224405,7.0
4.641415,-0.8736654,-1.3135436,2.5761716,-1.3538915,-0.9471947,-0.30078506,-0.63991255,0.0
3.5505185,2.5031652,0.37583768,4.7710543,-1.8881189,1.2656354,-0.13488072,-0.5004319,4.0
-1.8347021,0.8285322,-2.3043373,-0.12356222,-0.51779884,-1.7023087,-0.23126078,-0.8945492,9.0
1.6514711,0.9159532,0.94691586,3.7272804,1.814468,-0.9453884,0.5112742,-2.2928185,6.0
0.94531405,-0.7919809,-3.4530902,0.8603252,0.9233049,-1.1974401,0.54501575,-0.9436366,5.0
-0.63108087,2.492196,-2.139555,1.3484423,0.55714273,0.2513983,-1.1571884,-0.6292249,9.0
-3.7544122,-0.903655,0.12842251,-0.73976296,-0.71399844,-1.224803,2.3929255,-1.144804,1.0
-1.9296124,0.11888528,-1.2241447,1.1881404,-1.0494074,-0.8506187,1.5514317,-0.58574283,7.0
1.689373,-0.300614,0.30975384,-3.382577,-2.5639272,0.32333744,-1.8121259,-0.53450406,0.0
-1.4783673,-1.864415,-1.2506249,0.68178654,2.3642642,2.448177,1.9773022,-0.43657047,2.0
2.6899061,-0.35253772,0.14602087,-0.71137947,-3.805387,-0.7334677,-1.6889186,-1.7520798,0.0
3.1974866,-1.7305763,2.7434325,-0.69177806,-3.4445136,0.41618598,-0.9311286,0.6615895,0.0
0.18941787,3.281595,-1.1751236,1.9375398,-0.14573872,1.2676153,-2.2007234,0.4515015,4.0
1.5008281,1.7137403,-1.067202,3.8103368,0.63418096,-1.7400141,0.5865749,0.028089404,6.0
-1.5970489,3.2700248,-1.265529,-0.85587174,-1.9950202,-0.26855922,1.332687,1.2993817,7.0
1.641864,-0.5704391,0.059180617,0.72727174,-2.6620436,-0.0072176605,-1.1762892,1.278721,0.0
-1.4407594,1.6345403,1.9483438,-0.61582464,0.24419574,2.5707889,0.3920478,0.06031704,7.0
-3.5609167,-0.9506284,-0.5261712,-0.34871846,-1.3939121,-1.678174,1.5355778,-1.1059688,1.0
-0.16152334,3.4545577,0.7960812,0.59343433,-0.16752343,-0.14092657,-1.6692195,-0.7461457,4.0
1.1903656,0.67197496,0.4652407,4.9178033,0.07791641,1.5921013,0.51975906,0.34237292,6.0
0.79783416,1.489003,-0.7284234,1.9976553,-0.39137024,0.3027208,-3.5724561,1.0338308,4.0
-1.5413413,1.1767809,-2.017022,0.11258957,-1.6486446,-0.015312076,-0.352328,-0.50411695,5.0
2.972643,4.546015,-0.95482814,1.299824,1.1342763,0.75013185,-2.3502746,-0.3525165,4.0
0.9976965,2.501777,-2.0998745,3.0430088,0.33562386,1.4771413,-0.036472976,1.2946048,9.0
-0.58280516,1.6434141,-3.2681742,1.9798889,0.329658,0.32161954,-1.4731739,1.4026405,9.0
-3.5789418,-1.7496556,0.09944105,0.12632164,-1.3433732,0.10760455,1.5654423,-1.3953471,1.0
-0.92810416,2.9126403,-1.9939581,-0.49059826,-0.24574374,0.5975898,-0.06875372,3.1186297,7.0
